,london_playgrounds_osm,camden_playgrounds_osm,islington_playgrounds_osm,playscapes_global_map
london_playgrounds_osm,0.9999999999999978,0.7569398731679389,0.9283513473128451,0.04530220511173113
camden_playgrounds_osm,0.7569398731679389,1.0000000000000002,0.7905210154549627,0.04025299636340148
islington_playgrounds_osm,0.9283513473128451,0.7905210154549627,1.0000000000000009,0.04628380313830792
playscapes_global_map,0.04530220511173113,0.04025299636340148,0.04628380313830792,1.0
